text,target
	秋招之前觉得自己自带主角光环，秋招之后发现...举步维艰?,求助贴
"ZEKU 2022 内推	校招硕士，博士，社招均可内推 填写内推码 NTAHIZQ  关注：zeku招聘 公众号即可投递，投递填写内推码即可。  每天都会check消息及时回复。<a href=""/subject/index/c5b1497e82344ab18c5b267048875bed"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#zeku#</a>",招聘信息
	秋招已结束，春招尚早，最近一段时间主推实习和社招！ 作为一个实习转正的同学，很负责任地告诉大家，字节每年会留一大波HC给实习转正的同学。换言之，实习转正的难度会比秋招的难度低不少，希望进入字节的同学要抓住实习招聘的机会。此外，社招也迎来了一波热潮，我看一些岗位都处于“急招”的状态！希望大家抓住机会，把握机遇！ 投递链接：https://job.toutiao.com/s/hPHDm8s（通过这个链接进去才是内推，简历才能优先筛选，...,招聘信息
产品运营，秋招后躺平	已经签约很久啦，秋招结束后的状态可以说是想躺平，但是又躺不平，虽然已经签约，但又总想着试试更好的；在摆烂和奋斗中挣扎~最后预祝大家都收获满意的offer！,经验贴
"2023秋招补录春招抢跑	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a><a href=""/subject/index/a24e94e919424983a68fe02994539123"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春招上岸经验#</a>很多23届的在秋招都没有拿到满意的或者是0offer，打好信息差是最重要的，自己找工作真的很枯燥，**************，内推、招聘信息都会放到共享文档中，希望我们能一起交流信息，打通信息壁垒！早日上岸！完全free！",求助贴
8月到11月，23秋招运营人的痛谁懂！...	23届真的是校招寒冬，感觉现在疫情放开之后，春招是不是会好一点呢www投递了大概50家互联网企业的运营岗和一些国企的职能岗，8月份毫无声响9月份开始有两三个面试，还有无穷无尽的笔试笔试，跑无数次线下宣讲会最终也只收到几个ofr，讲实话，都不是很满意，但我知道拿到ofr都已经算很不错啦！不过还是要闯荡闯荡春招！！大家一起加油！！,求助贴
"	秋招期间投递200+，做笔试100+，面试60、70次，心情从最开始简历疯狂被挂的emo，到中期有保底offer的平和，到最后接受自己卷不动大佬的躺平。秋招钱<a href=""/subject/index/57196259a46140a2b8cd8cba67b8a395"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招签约后的心态变化#</a>",求助贴
总有一个offer适合你！补录补录！	岗位补录再发一波。  嵌入式27-35W （有sp） 硬件工程师27-35W（有sp） 算法工程师（故障诊断、数据分析类）面议新增加3-4个HC。   然后想想自己发展就好了，别跟别人比，做好自己，过好当下！闲余时间放下手机，多看看书。哎，曾经我也无比焦虑，得了甲亢，每天卷的不行，都没用，个人事业不是一蹴而就，需要慢慢来。生活过得好不好，只有自己知道！  加油啦，学弟学妹们！一切向前看，都有大好前景！        #如果可以选，你最想...,招聘信息
	小红书秋招补录末班车～ 顶尖人才招聘计划，强有力的薪资系列福利，...... 哈哈，欢迎大家加入哈， 小红书还是很不错的～  tips: 20220901～20230830海内外毕业生 内推码：2N5UDLA6NF，查进度群内call我 点击下方链接直达岗位内推，不需要内推码 （ 推荐使用此方式！通过下面链接投递的我能看到进度，官网不行） 岗位列表中搜索：23届 ...投递的评论下哈，哈  ************ 【实时分享内推消息】,招聘信息
	阿里补录，hr面后，几天有结果呀,求助贴
"	<a href=""/subject/index/57196259a46140a2b8cd8cba67b8a395"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招签约后的心态变化#</a> 两三个月的秋招，一直担心找不到工作，有时候睡不着觉。签约后觉得心放下来了，轻松了不少。好在有保底了，可以春招再看看机会。",求助贴
"宁波银行金融科技部校招内推	<a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/cf8c68e5a0ae45da835c0291f459468a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#内推#</a> <a href=""/subject/index/cf8c68e5a0ae45da835c0291f459468a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#内推#</a> <a href=""/subject/index/60e0088aa7964253b37cd6a57a5ea2cd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#提前批#</a> <a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/60e0088aa7964253b37cd6a57a5ea2cd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#提前批#</a> <a href=""/subject/index/928d551be73f40db82c0ed83286c8783"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0""># 面经 #</a> <a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/cf8c68e5a0ae45da835c0291f459468a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#内推#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/60e0088aa7964253b37cd6a57a5ea2cd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#提前批#</a> 欢迎大家加入 宁波银行 金融科技部大家庭  这里有免费的食堂，三餐免费！  这里有年轻的伙伴，活力十足！  这里有丰富的福利，五险一金、节假日福利等一应俱全！  这里有丰厚的薪酬，足以匹配互联网公司！    内推岗位：  宁波银行 ...",招聘信息
华子……发面试通知了	一天三面属实华子高效率传统 是海王补录还是正式开招？ 是诸神黄昏还是捡漏进厂？ 敬请期待下周五，华子面试。...满牛客都是小奖状[笑cry]只有我是刚收到面试通知的傻孩子吗[笑cry],求助贴
"华为 ict公共开发部（西安）	<a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> <a href=""/subject/index/63536aea67a3402198e1c333374e096f"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招信息汇总#</a> ...请问华为 ict公开部门 开奖了吗？有人收到小奖状或者反复确认三方的电话了吗？",求助贴
"实习&求职方向	在思考来年暑期实习&秋招的方向，求大家指点<a href=""/subject/index/7efd502d51404482987eeef8026b5d93"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#就业选择#</a><a href=""/subject/index/6aaf7525961b471ca1ee6f15eaad60a4"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的求职思考#</a><a href=""/subject/index/89fdc60adaa14e1388ef597286f8c1c6"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届#</a><a href=""/subject/index/6c7f0166d7b04ebb9967aa485e4d74fe"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届实习#</a><a href=""/subject/index/bae42861e40d40fb81b28be20e34a8b8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届暑期实习#</a>...想问下前辈们，除了技术岗的前后端，测开，算法这种对代码能力要求高的以外，还有什么其他的选择吗？本人感觉代码能力比较菜，",求助贴
中国人寿研发中心社招终面	面的是ai算法岗，社招终面说是有现场笔试，要手写代码还有选择和简答题，有没有老哥分享下经验呀？以及终面会问啥问题不？万分感谢！,求助贴
"华为offer	请问有华为中研院的大佬们收到offer的吗？ <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a>",求助贴
秋招不要放弃，还有机会！	不要认为秋招马上要结束，还有一个多月要迎来春节 大家就要放弃秋招的机会，认为没有好企业招聘了 	 错！大错特错！ 身为一个从事多年国企就业的指导老师在这里告诉大家 就今年大环境来看，明年的就业环境，无论是就业率 还是竞争力 都会比往年大很多 	 如果今年秋招轻易放弃了 等待来年的春招 国企春招的招聘量，相比往年数据 春招一年占比量只有30% 	 你如何在明年春招的大环境压力下，脱颖而出 假设，如果春招再一次错过 还要再...,招聘信息
"offer	求大佬给给意见[牛泪]  <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a>",求助贴
"Tesla内推码	<a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> ...Tesla内推 每天hr会优先筛内推的简历，筛好会推业务 内推码NTARDPG <a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a> <a href=""/subject/index/d09b966a380b45ddaba9dc5a6bd5ee19"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招#</a>",招聘信息
"秋招记录	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> 这几个月的时间，就是拼命奔波在学校里各个企业的宣讲会中。 <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> [牛泪][牛泪][牛泪]",经验贴
只有我还是0offer吗	春招更难吧，哭了...只有我还是0offer吗，哭了，要搞论文了，找工作好难啊，这形势下，,求助贴
"秋招结束了！开炮！	<a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a>  华为hr：你还有什么问题要问嘛？ 我：刚刚收到邮件我就直接签了[好无辜]，那……最早可以什么时候过来[看好戏]？",求助贴
"京东招实习	有没有想来jd实习的 最好下周就当岗 <a href=""/subject/index/f88bff5a3503467a98b88763e2e02501"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#京东实习招聘#</a>",招聘信息
华子开了	今天睡醒发了意向，我有工作啦，结束冬招和春招了[羞涩],招聘信息
"货拉拉测试实习	想问问大家谁有面过货拉拉测试实习岗位的？想问问面经 <a href=""/subject/index/911c57e167c24c3a9d98643fe97c79c8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的实习日记#</a>",求助贴
太原大三金融寒假实习怎么找啊	准的很想去实习,求助贴
"	<a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> 秋招终于结束了！从今年三四月份就开始准备起来，找实习的过程就一路挫折不断，幸运的是找到了一家小公司收留了我，并且顺利转正，我相信道路是曲折的，但是前途终究是光明的。",招聘信息
实习咨询	美团有没有寒假的线上实习呀，无人配送方面的。 在官网都没找到这个方向的实习。,求助贴
"前端找不到实习应该如何备战春招？	<a href=""/subject/index/d1de326d84c64eab9e811ae1da5c466e"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#前端找工作#</a> <a href=""/subject/index/cfcf38d04b544d18a3a43cfec387b699"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#前端春招#</a>   目前学了三件套、vue3、小程序、uniapp，也做了三个个人项目，最近在学node.js，uu们能分享下接下来该怎么备战春招吗？",求助贴
"说说我身边23秋招情况	<a href=""/subject/index/212bae9361ce4659a7ccc4595c85f287"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生物制药/化工人秋招现状#</a>秋招基本结束了，当然也有些公司错峰秋招的，等大家都在大公司卷完了再来捡漏。生物医药秋招普遍开始得很晚，10月中到11月才开始面试高峰期，拖拖拉拉的。所以一定要稳住心态，不要被互联网上的嘈杂发言干扰自己，互联网上讨论最多的秋招都是互联网金融行业的，他们的进度根本不适合生物医药行业，没必要参考。 根据周围同学和秋招群聊情况来看，可以说是一整个稀巴烂行情，供过于求。企业疯狂...",经验贴
#社招	看到牛客上这么多厉害的人，我顿时不敢轻易换工作了[牛泪][牛泪],求助贴
秋招银行	qnmd秋招银行，海面再刷人。 还有这种人，谁tmd的规定单2进体检了，就是够烂的。你要是没有学历这个头衔，你算个屁,招聘信息
"oppo	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/e523b5b0165a4104a2f97c1c0b21b38a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#华为2023秋招求职进度交流#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> ...大佬们有知道oppo结构和电子pe哪个好点么",求助贴
"特斯拉顾问	感觉这个岗大家都没啥分享呢[静装]目前在实习 实习体验真的很不错 有啥想问的随时聊 <a href=""/subject/index/911c57e167c24c3a9d98643fe97c79c8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的实习日记#</a>",经验贴
"23届春招还有实习吗？	今年秋招11月才开始准备没有实习经验想找个实习。 目前投了游卡、诗悦、朝夕光年 只有游卡和诗悦发了笔试，但都是正式岗位感觉今年寄了。 <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a>",求助贴
"❤️我们的团队	自在浪漫 一路潇洒 <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a>",求助贴
普通二本 焦虑就业 这样的简历能找什么样	普普通通的二本，想到未来就开始焦虑，写了简历想找实习，感觉这样的简历也并不能打阿，而且下学期的课还分布的该死的均匀，课不多但每天都有课，寒假实习可能也就只有两个月，没有实习之后找工作就更难，不知道咋整了… 有没有大佬给点意见，看看能找到怎样的实习,求助贴
求日常实习内推	本人网络空间安全硕，目前研二，求安全方面的寒假实习或者日常实习内推,求助贴
"西门子产品offer&入职礼盒	<a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> ...之前刷实习，看书，看面经，一直盼望着成为一名产品经理。但是看到了互联网已经成熟，PM从创造变成了小修小补，辉煌期应该是一去不复返了。大厂产品岗又卷的不行。  最后选择西门子产品经理啦，看好工业4.0，看好产业互联网。 <a href=""/subject/index/416b772329974f23929c8600e3d53ccd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#产品#</a>",招聘信息
"联华股份财务管培生	有没有朋友之前做过联华股份的管培生，是坑吗？ <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a>",求助贴
"	<a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/dcd44229756b43e2a480bdc698bbb0cb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#0offer是寒冬太冷还是我太菜#</a> <a href=""/subject/index/c5d629e97f264f47ab441bb15086c4d4"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#银行科技岗#</a>",经验贴
"求郑州或苏州外企内推~~~	<a href=""/subject/index/02b9392fd7284f0f9171f49cee9af9a0"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#外企社招#</a>...90后，有国外5年奢侈品销售经验 ，5年教育和管理岗位。求可以长期优质发展的外企岗位，望内推。Thanks![大笑]",求助贴
"	[笑着活下去]原本计划下学期回去找份日常实习来水一下简历 结果这两天下学期课表出来 一周就六节课你给我分五天上 我真服了你[吐] <a href=""/subject/index/911c57e167c24c3a9d98643fe97c79c8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的实习日记#</a> <a href=""/subject/index/8581780cbaca4ac98371b9aebf78045a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#日常实习#</a> <a href=""/subject/index/6c7f0166d7b04ebb9967aa485e4d74fe"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届实习#</a>",经验贴
	今年秋招拿到了阿里巴巴天猫市场部的offer，分品牌营销（做branding）和整合营销（做电商大促）两个方向，定级和薪资一般；同时也拿到了雀巢sales trainee program的offer（未来走trade mkt方向）负责消费品渠道把控、预算管理等。   没有完全想清楚未来自己想做的方向，但是通过信息了解，自己对brand owner品牌/产品管理和digital mkt比较感兴趣，所以想问下大家当前阶段选手上拿个Offer更能够帮助自己以后更好地实现目标呢？  #...,求助贴
"三本offer	秋招  <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/57196259a46140a2b8cd8cba67b8a395"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招签约后的心态变化#</a> ...浙江的一家半导体公司7.3*15包吃住考上研违约金是一个月工资，提前实习可以抵消试用期，试用期为6个月，试用期和转正工资一样可以去吗一边考研一边",招聘信息
"钉钉校招补录，Java，C++，前端岗	有意向可发邮件到+微信 18991098333<a href=""/subject/index/1977d6c7b68f4327a51a83ca81178140"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招补录#</a><a href=""/subject/index/5e654c6658924ee2b95d5ee66b9dd031"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#校招资讯#</a>",招聘信息
送给即将实习的医学生建议	1.选择实习医院？ 每个医院实习时间不一样，当时我们医院临床是要求实习9个月，也有其他医院要求实习10个月的。 还有医院的管理也不同，比如我们当地的中心医院是绝不能以专升本的理由请假的，管理的很严。所以医院具体情况最好问实习过学长学姐。  2.住宿问题？ 如果你要准备专升本，不建议三四个好友同居，毕竟人多发生矛盾的几率越大，备考期间真的很影响情绪。最好找一个意志力好的朋友，两个人一起备考，互相督促。（我就是和...,求助贴
北京菊厂机器人和自动驾驶方向实习内推	在组里实习半年，从0基础到学习到很多东西，组里氛围好也缺实习生。之前我也是被内推来到组里，现在也愿意帮大家内推。 如果大家对机器人算法方向或AI算法感兴趣，欢迎私聊我内推。实习地点离清华北大很近～,经验贴
找实习	本人南京211硕，想找安卓开发的实习，最多可实习六个月，有大厂安卓实习经历，求各位hr大大捞一捞。,求助贴
"生物制药秋招：如何抢占先机？	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/544b7908e7f148b4982bb5fb223d0e82"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生物制药/化工校招攻略#</a> <a href=""/subject/index/9776e197fd3f49ed956be22d0f1ff899"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生化医药面经大本营#</a>  成功三要素：天时，地利，人和，可谓相辅相成，缺一不可。那么秋招中的抢占先机，当然是指天时。正如毛泽东爷爷在《战略方针》中提到的：“不打无准备之仗”。这句话不正好表明了秋招也是如此吗？只有提前做好充分准备，才能从容应对。 接下来我们将秋招的战前准备分为四步走： 制定秋招进度管理表 To ...",招聘信息
"恭喜这些包子，成功收到大华的offer	<a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a> <a href=""/subject/index/ee5e59a4e14042d6acef183ca9e72b67"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招旅程#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a>",经验贴
"大四该怎么找实习？	在****上刷到过招前端实习的，可惜都标明了要大二大三的，清一色都是只要24、25 。应届毕业生该怎么找实习呀？已经保研了，比较空，所以打算找份实习锻炼自己，顺便赚点钱。 蹲蹲有没有前端实习的公司推荐？ 谢谢大家！ [羞涩]  <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a>",求助贴
超聚变补招，秋招补招	超聚变补招，测试工程师，有没有还在看机会的同学呀[锦鲤牛],招聘信息
拿到了秋招offer，要不要提前去实习	今年十月底拿到了秋招的offer，base北京 报道日期写的毕业证到手两周内（三方已签） 学校这边也放实习了。 想请教一下 秋招都是毕业证到手在报道吗。 要不要提前联系实习,求助贴
"秋招结束了	<a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a>  从今年四月开始准备暑期实习，拿了各大互联网公司的感谢信[牛泪]，到九月份开始准备秋招，投了七八家陆续也都挂了，最后在等华子开奖的时候被阿里捞起来面试，本以为是KPI，没想到最后通过了，今天发了offer。（有一说一，阿里的流程走的是真快）[锦鲤牛开心]",招聘信息
24届c++后端实习，求推	24届c++后端实习，求推,招聘信息
